,id,nom,date_ouverture,date_fermeture,website,email,adresse,horaires,presentation,responsables,historique,activites,expositions,publications,events,residences,workshop,archive,librairie,coworking,education,nb_expos_an,nb_artistes_an,partenaires,created_at,updated_at,slug,pays,ville,latitude,longitude,adresse_complete,codepostal,telephone,visite,user_id,lang,clean_presentation
167,200,CONA,2013,None,conaprojects.blogspot.fr,conaprojects@gmail.com,"26B, Om Siddharaj Society",None,"CONA is an artists-run initiative that aims at creating an avenue for students, artists, designers, and professionals from different fields to come together. It intends to function as an ongoing mind space, a point of contact that shall kindle ideas, facilitate discourse, stimulating both thought and action. In a word, here is an adda for ideas, perspectives, happenings and people to meet, where they can work, think, participate in activities and projects that encompass disciplines, genres, times and lives Cona will work with the active and contributive involvement of every visitor participator. We intend to build a digital archive, a resource that can be accessed by all. For this we encourage all to volunteer, share and contribute in any form of data, footage, images, audio or other. A further extension of this archive would be collective engagements in the form of screenings or talks.Cona also offers part of the space as a venue for artist residencies and will also initiate a design centre.Our intention: neither to act as an exhibition space nor just a digital archive, but to be an active catalyst in a continuous situation where thoughts and experiences can be shared and can grow","Shreyas Karle, Mihir Waikar, Manasi Jadhav",None,None,True,False,True,True,True,False,False,True,False,None,None,None,2016-10-28 22:07:59 UTC,2016-10-28 22:07:59 UTC,cona,Inde,Mumbai,19.2379305,72.87321039999998,"26B, Om Siddharaj Society, 400066, Mumbai, Inde",400066.0,None,None,1.0,en,"['CONA', 'artists', 'run', 'initiative', 'aims', 'creating', 'avenue', 'students', 'artists', 'designers', 'professionals', 'different', 'fields', 'come', 'intends', 'function', 'ongoing', 'mind', 'space', 'point', 'contact', 'shall', 'kindle', 'ideas', 'facilitate', 'discourse', 'stimulating', 'thought', 'action', 'word', 'adda', 'ideas', 'perspectives', 'happenings', 'people', 'meet', 'work', 'think', 'participate', 'activities', 'projects', 'encompass', 'disciplines', 'genres', 'times', 'lives', 'Cona', 'work', 'active', 'contributive', 'involvement', 'visitor', 'participator', 'intend', 'build', 'digital', 'archive', 'resource', 'accessed', 'encourage', 'volunteer', 'share', 'contribute', 'form', 'data', 'footage', 'images', 'audio', 'extension', 'archive', 'collective', 'engagements', 'form', 'screenings', 'talks', 'Cona', 'offers', 'space', 'venue', 'artist', 'residencies', 'initiate', 'design', 'centre', 'intention', 'act', 'exhibition', 'space', 'digital', 'archive', 'active', 'catalyst', 'continuous', 'situation', 'thoughts', 'experiences', 'shared', 'grow']"
168,201,The Lab,2004,None,www.thelab.org,thelabsf@thelab.org,2948 16th Street,None,"The Lab believes that if we give artists enough time, space, and funding to realize their vision, the work they produce will change the way we experience the world. These are often small propositions that (like all great art) challenge the familiar ways we perceive value, and so we seek out extraordinary artists who are underrepresented as a result of gender, class, race, sexuality, or geography, and whose work is not easily defined and therefore monetized. As a site of constant iteration and indeterminacy, The Lab is, above all, a catalyst for artistic experimentation.
The Lab is W.A.G.E. Certified. W.A.G.E. Certification is a program initiated and operated by working artists that publicly recognizes non-profit arts organizations demonstrating a commitment to voluntarily paying artist fees that meet a minimum standard.
The Lab is a 501(c)(3) nonprofit organization, federal ID number 94-2952488.
We are not accepting artist submissions at this time.
Our space is wheelchair accessible and is located 1/2 block from the 16th and Mission BART.
Please check our program calendar for hours.",Dena Beard,None,None,True,False,True,True,False,False,False,False,False,None,None,None,2016-10-28 22:22:46 UTC,2016-10-28 22:22:46 UTC,the-lab,United States,San Francisco,37.765398700000006,-122.4185028,"2948 16th Street, , San Francisco, United States",None,None,None,1.0,en,"['Lab', 'believes', 'artists', 'time', 'space', 'funding', 'realize', 'vision', 'work', 'produce', 'change', 'way', 'experience', 'world', 'small', 'propositions', 'like', 'great', 'art', 'challenge', 'familiar', 'ways', 'perceive', 'value', 'seek', 'extraordinary', 'artists', 'underrepresented', 'result', 'gender', 'class', 'race', 'sexuality', 'geography', 'work', 'easily', 'defined', 'monetized', 'site', 'constant', 'iteration', 'indeterminacy', 'Lab', 'catalyst', 'artistic', 'experimentation', '\n', 'Lab', '\xa0', 'W.A.G.E.', 'Certified', 'W.A.G.E.', 'Certification', 'program', 'initiated', 'operated', 'working', 'artists', 'publicly', 'recognizes', 'non', 'profit', 'arts', 'organizations', 'demonstrating', 'commitment', 'voluntarily', 'paying', 'artist', 'fees', 'meet', 'minimum', 'standard', '\n', 'Lab', '501(c)(3', 'nonprofit', 'organization', 'federal', 'ID', 'number', '94', '2952488', '\n', 'accepting', 'artist', 'submissions', 'time', '\n', 'space', 'wheelchair', 'accessible', 'located', '1/2', 'block', '16th', 'Mission', 'BART', '\n', 'check', '\xa0', 'program', 'calendar', '\xa0', 'hours']"
169,203,Les Limbes,2012,None,leslimbes.wordpress.com,cephalopode.asso@gmail.com,7 rue Henri Barbusse,None,"Les Limbes est un espace de diffusion et de promotion des arts plastiques actuels et contemporains, géré par l’association céphalopode. Il se veut comme un espace d’échange sur des questions contemporaines, un laboratoire d’expérimentation pluridisciplinaire.Depuis 2012 il ne cesse de s’affiner dans sa programmation et dans ses objectifs.Aujourd’hui il compte trois niveaux d’investissements différents : des expositions d’artistes et jeune création, monographiques ou collectives ; 2. des workshops ; 3. des évènements thématiques ; et bientôt : des conférences, des résidences, des micros éditions.
Les Limbes dispose d’un espace de 60 m² situé en centre ville.
Nous étudions toutes propositions, rencontres, partenariats.","Akim Pasquet, Julie Bonnard, Chloé Minssieux, Anthony Ferreira, Marie Kaya",None,None,True,False,True,False,True,False,False,False,False,None,None,None,2016-10-28 22:46:15 UTC,2016-11-02 09:19:04 UTC,les-limbes,France,Saint Étienne,45.4337599,4.3935672,"7 rue Henri Barbusse, 42000, Saint Étienne, France",42000.0,None,None,1.0,fr,"['Limbes', 'espace', 'diffusion', 'promotion', 'arts', 'plastiques', 'actuels', 'contemporains', 'géré', 'association', 'céphalopode', 'veut', 'espace', 'échange', 'questions', 'contemporaines', 'laboratoire', 'expérimentation', 'pluridisciplinaire', '2012', 'cesse', 'affiner', 'programmation', 'objectifs', 'Aujourd’', 'compte', 'niveaux', 'investissements', 'expositions', 'artistes', 'jeune', 'création', 'monographiques', 'collectives', '2', 'workshops', '3', '\xa0', 'évènements', 'thématiques', 'bientôt', 'conférences', 'résidences', 'micros', 'éditions', '\n', 'Limbes', '\xa0', 'dispose', 'espace', '60', 'm²', 'situé', 'centre', 'ville', '\n', 'étudions', 'propositions', 'rencontres', 'partenariats']"
170,204,Enterprise Projects,2015,None,enterprise-projects.com,contact@enterprise-projects.com,"Chalkidonos 56 – 58, Ampelokipo",None,"Enterprise Projects is an Athens based project by Danai Giannoglou and Vasilis Papageorgiou. Created out of our need to express and share our point of view concerning the contemporary artistic creation,this venture aims at experimenting and conversing; experimenting with the curatorial proposal, artistic creation, self-organized function, and conversing with the artistic scene, the Athenian audience and the place itself, which houses the project.
As a structure Enterprise Projects has been functioning independently and periodically since September 2015 in Ampelokipoi, Athens.","Danai Giannoglou, curator and Vasilis Papageorgiou, artist",None,None,True,False,True,True,False,False,False,False,False,None,None,None,2017-02-23 12:35:48 UTC,2017-02-23 12:35:48 UTC,enterprise-projects,Grèce,Athens,37.985476399999996,23.7638392,"Chalkidonos 56 – 58, Ampelokipo, 11527, Athens, Grèce",11527.0,None,None,1.0,en,"['Enterprise', 'Projects', '\xa0', 'Athens', 'based', 'project', '\xa0', '\xa0', 'Danai', 'Giannoglou', 'Vasilis', 'Papageorgiou', 'Created', '\xa0', 'need', 'express', 'share', '\xa0', 'point', 'view', 'concerning', 'contemporary', 'artistic', 'creation', '\xa0', 'venture', '\xa0', 'aims', '\xa0', 'experimenting', '\xa0', '\xa0', 'conversing', 'experimenting', '\xa0', '\xa0', 'curatorial', 'proposal', '\xa0', 'artistic', '\xa0', 'creation', 'self', 'organized', 'function', '\xa0', 'conversing', '\xa0', 'artistic', 'scene', 'Athenian', 'audience', '\xa0', 'place', 'houses', 'project', '\n', 'structure', '\xa0', 'Enterprise', 'Projects', '\xa0', '\xa0', 'functioning', '\xa0', 'independently', '\xa0', 'periodically', '\xa0', 'September', '2015', 'Ampelokipoi', 'Athens']"
171,206,TRIPLA,2016,None,spaziotripla.com,triplabo@gmail.com,via Indipendenza 71 f,None,"TRIPLA, artist run space active since 2016 in Bologna, via Indipendenza 71 f, Italy. Our space is composed of three showcases of a former shop, observable only from the outside 24/7 all year. During this year we hosted happenings, solo and collective shows by artists from Italy, Switzerland and Germany.","Luca Bernardello, Paolo Bufalini, Filippo Cecconi, artists.",None,None,True,False,True,False,True,False,False,False,False,None,None,None,2017-02-23 13:24:09 UTC,2017-02-23 13:26:23 UTC,tripla,Italy,Bologna,44.503409999999995,11.34525,"via Indipendenza 71 f, 40121, Bologna, Italy",40121.0,None,None,1.0,en,"['TRIPLA', 'artist', 'run', 'space', 'active', '2016', 'Bologna', 'Indipendenza', '71', 'f', 'Italy', 'space', 'composed', 'showcases', 'shop', 'observable', 'outside', '24/7', 'year', 'year', 'hosted', 'happenings', 'solo', 'collective', 'shows', 'artists', 'Italy', 'Switzerland', 'Germany']"
172,207,Clovis XV,2014,None,clovisxv.com,clovisxv@gmail.com,"Boulevard Clovis, 15 ",Horaires d'ouverture selon les expositions et sur rendez-vous,"Clovis XV est un espace dédié à l’art contemporain, ouvert en novembre 2014 à Bruxelles par les membres du collectif IDIOM et dirigé aujourd'hui par par Anastasia Bay et Julien Saudubray.Le lieu curate ou donne carte blanche à des artistes et commissaires d’expositions au travers de nombreuses propositions présentant la jeune création dans des expositions individuelles ou collectives.",Anastasia Bay et Julien Saudubray,None,None,True,False,True,False,False,False,False,False,False,None,None,None,2017-02-23 13:32:42 UTC,2017-02-23 13:32:42 UTC,clovis-xv,Belgique,Bruxelles,50.848102000000004,4.3820554000000005,"Boulevard Clovis, 15 , 1000, Bruxelles, Belgique",1000.0,None,None,1.0,fr,"['Clovis', 'XV', 'espace', 'dédié', 'art', 'contemporain', 'novembre', '2014', 'Bruxelles', 'membres', 'collectif', 'IDIOM', '\xa0', 'dirigé', 'Anastasia', 'Bay', 'Julien', 'Saudubray', 'lieu', 'curate', 'donne', 'carte', 'blanche', 'artistes', 'commissaires', 'expositions', 'travers', 'propositions', 'présentant', 'jeune', 'création', 'expositions', 'individuelles', 'collectives']"
173,205,L'Oeil de boeuf,2010,2017.0,atelier-oeildeboeuf.com,asso.oeildeboeuf@gmail.com,2 rue René Leynaud,None,"L’oeil de boeuf est une association qui ouverte à Lyon depuis avril 2010.Son activité s’articule autour de la production, l’exposition et de la diffusion d’art. C’estun lieu d’échange qui a pour but l’accueil, l’ouverture au dialogue et aux propositionsd’artistes.L’association l’oeil de boeuf ouvre ses portes aux jeunes artistes en leur proposant unespace dédié à l’exposition. Chaque vernissage est animé par une performance sonore.",None,None,None,True,False,True,True,False,False,False,False,False,None,None,Auto-financement,2017-02-23 13:11:18 UTC,2020-03-03 13:07:38 UTC,l-oeil-de-boeuf,France,Lyon,45.7694975,4.8320675999999985,"2 rue René Leynaud, 69001, Lyon, France",69001.0,None,None,1.0,fr,"['oeil', 'boeuf', 'association', 'Lyon', 'avril', '2010.Son', 'activité', 'articule', 'autour', 'production', 'exposition', 'diffusion', 'art', 'estun', 'lieu', 'échange', 'but', 'accueil', 'ouverture', 'dialogue', 'propositionsd’', 'artistes', 'association', 'oeil', 'boeuf', 'ouvre', 'portes', 'jeunes', 'artistes', 'proposant', 'unespace', 'dédié', 'exposition', 'vernissage', 'animé', 'performance', 'sonore']"
174,227,TOPO,1993,None,www.agencetopo.qc.ca,agence@agencetopo.qc.ca,"5445, avenue de Gaspé, local 608",None,"Le centre d’artistes montréalais TOPO est un laboratoire d’écritures et de créations numériques pour les espaces du web, de la performance et de l’installation. Son mandat est d’incuber, de produire et de diffuser des œuvres multimédias originales qui explorent les croisements interdisciplinaires et interculturels à travers les arts numériques.","Michel Lefebvre, Gabrielle Lajoie-Bergeron, Pascale Théorêt-Groulx","<p>Fond&eacute; &agrave; Montr&eacute;al en 1993, TOPO est n&eacute; de la volont&eacute; de ses membres fondateurs de se doter d&rsquo;une structure permettant l&rsquo;organisation de projets collectifs et multidisciplinaires int&eacute;grant &agrave; la base les disciplines de la photographie et de la litt&eacute;rature.</p>
<p>Avec le d&eacute;veloppement des technologies num&eacute;riques, le mandat de l&rsquo;organisme s&rsquo;est &eacute;tendu pour&nbsp;occuper l&rsquo;Internet comme territoire de cr&eacute;ation et de diffusion. En 1998, TOPO coproduit &laquo;&nbsp;Liquidation, une fiction web audio&nbsp;&raquo; et d&eacute;bute son activit&eacute; sur le web. L&rsquo;organisme devient alors actif de fa&ccedil;on continue dans le secteur des arts num&eacute;riques en produisant des projets d&rsquo;art web, pour la plupart collectifs, auxquels ont contribu&eacute; plus d&rsquo;une centaine d&rsquo;artistes issus des arts visuels et m&eacute;diatiques, du th&eacute;&acirc;tre, de l&rsquo;audio et de la litt&eacute;rature.</p>
<p>Tout en cherchant &agrave; accro&icirc;tre la production de contenu d&rsquo;auteur, TOPO s&rsquo;int&eacute;resse &agrave; la&nbsp;diffusion et distribution d&rsquo;&oelig;uvres de fiction interactive&nbsp;sur le web et sur support (CD/DVD-Rom et vid&eacute;o). En 2001, l&rsquo;organisme inaugure une Vitrine &eacute;lectronique qui pr&eacute;sente une soixantaine de titres multim&eacute;dias. &Agrave; partir de 2005, TOPO commence &agrave; diffuser ses &oelig;uvres web avec des&nbsp;volets de publication, d&rsquo;installation ou de performance. En partenariat avec NT2, le Laboratoire de recherche sur les oeuvres hyperm&eacute;diatiques&nbsp;de l&rsquo;Universit&eacute; du Qu&eacute;bec &agrave; Montr&eacute;al, TOPO inaugure, en 2007, la s&eacute;rie&nbsp;Sortir de l&rsquo;&eacute;cran / Spoken Screen&nbsp;qui pr&eacute;sente des &oelig;uvres m&eacute;diatiques avec une dimension performative. En 2013, l&rsquo;organisme &eacute;dite une importante publication sur &laquo;.(La Soci&eacute;t&eacute; de Conservation du Pr&eacute;sent)&raquo;, un collectif qu&eacute;b&eacute;cois pr&eacute;curseur des r&eacute;seaux &eacute;lectroniques et de la programmation informatique, actif entre 1985 et 1994.</p>
<p>Au printemps 2014, TOPO est relocalis&eacute; dans le P&ocirc;le de Gasp&eacute; et profite de ce d&eacute;m&eacute;nagement pour ouvrir un&nbsp;nouvel espace d&rsquo;exposition&nbsp;au rez-de-chauss&eacute;e,&nbsp;la Vitrine, permettant la pr&eacute;sentation d&rsquo;installations m&eacute;diatiques.</p>","<p>Ses activit&eacute;s de cr&eacute;ation, de diffusion, de formation et de m&eacute;diation contribuent au d&eacute;veloppement de son champ disciplinaire, au carrefour des arts visuels, de la litt&eacute;rature et des m&eacute;dias num&eacute;riques. Le centre accompagne, soutient et r&eacute;alise des projets interactifs, accueille des artistes en r&eacute;sidence et offre des ateliers sp&eacute;cialis&eacute;s. Son volet de diffusion explore des modes de pr&eacute;sentation novateurs pour les &oelig;uvres num&eacute;riques &agrave; travers des activit&eacute;s d&rsquo;exposition, de performance, de publication et de circulation, sur le web et dans les r&eacute;seaux locaux, nationaux et internationaux.</p>
<p>Membre du regroupement Pied Carr&eacute;, le centre occupe un espace de production multifonctionnel ouvert &agrave; la communaut&eacute; et une vitrine d&rsquo;exposition situ&eacute;e au rez-de-chauss&eacute;e du P&ocirc;le de Gasp&eacute;, dans le quartier Mile-End, &agrave; Montr&eacute;al.</p>",True,True,True,True,False,False,False,True,False,None,None,None,2017-11-23 14:54:06 UTC,2017-11-23 14:54:50 UTC,topo,Canada,Montréal (Québec),45.5270505,-73.5953186,"5445, avenue de Gaspé, local 608, , Montréal (Québec), Canada",None,None,None,1.0,fr,"['centre', 'artistes', 'montréalais', 'TOPO', 'laboratoire', 'écritures', 'créations', 'numériques', 'espaces', 'web', 'performance', 'installation', 'mandat', 'incuber', 'produire', 'diffuser', 'œuvres', 'multimédias', 'originales', 'explorent', 'croisements', 'interdisciplinaires', 'interculturels', 'travers', 'arts', 'numériques']"
175,208,SHED,2015,None,www.le-shed.com,contact.shed@gmail.com,"12, rue de l'Abbaye","Le mercredi, vendredi, samedi & dimanche de 14h à 19h, et sur rendez-vous","Ouvert en septembre 2015, le SHED est un centre d’art contemporain indépendant. Situé près de Rouen (à 1h30 de Paris et quelques minutes de Mont-Saint-Aignan). Installé dans une ancienne usine de mèches de bougie, typique des bâtiments industriels du 19e siècle, le SHED offre 600 m2 d’espace d’exposition. L’ampleur du lieu tient à l’architecture même des usines construites à cette période : plan libre, structure poteau-poutre en fonte, hauteur sous plafond (4 mètres sous poutre, 6,5 mètres sous faîtière). Ce volume est exceptionnel dans notre région, aucun lieu d’exposition en Normandie n’offrant de tels espaces. Il permet d’envisager la présentation de pièces de grande dimension.",None,"<p>Cr&eacute;&eacute; et g&eacute;r&eacute; par un groupe d&rsquo;artistes et de curateurs, le SHED est une initiative priv&eacute;e. Le&nbsp;b&acirc;timent (1 400 m2) est la co-propri&eacute;t&eacute; de Pierre Ardouvin et Anne Br&eacute;geaut, Jean-Paul&nbsp;Berrenger, Julie Faitot, Jonathan Loppin, Aur&egrave;le Orion et Bruno Peinado. Co-propri&eacute;taires du&nbsp;b&acirc;timent, ils ont choisi de mettre &agrave; disposition la moiti&eacute; de la surface pour y d&eacute;velopper l&rsquo;activit&eacute;&nbsp;du centre d&rsquo;art. <br /><br />Le SHED, association Loi 1901, est pr&eacute;sid&eacute; par l&rsquo;artiste fran&ccedil;aise, Anita Molinero, et son pr&eacute;sident&nbsp;d&rsquo;honneur est Christian Bernard, fondateur et directeur du MAMCO &agrave; Gen&egrave;ve jusqu&rsquo;en 2015 et&nbsp;actuel directeur artistique du Printemps de Septembre &agrave; Toulouse.<br />Nous participons &agrave; RRouen, r&eacute;seau des lieux d&rsquo;art contemporain de la m&eacute;tropole Rouen&nbsp;Normandie, et &agrave; RN13bis, qui associe les lieux d&rsquo;art contemporain de la Normandie r&eacute;unie.</p>","<p>A l&rsquo;espace d&rsquo;exposition de 600 m2 s&rsquo;ajoutent donc des espaces de r&eacute;sidence et&nbsp;de travail : un atelier &eacute;quip&eacute; (200 m2), un logement pour les artistes accueillis en r&eacute;sidence, ainsi&nbsp;que quatre ateliers et espaces de stockage privatifs.<br />L&rsquo;ampleur du lieu, l&rsquo;engagement d&rsquo;artistes et de curateurs et l&rsquo;ind&eacute;pendance du centre d&rsquo;art&nbsp;permettent d&rsquo;envisager des projets ambitieux et l&rsquo;invitation d&rsquo;artistes de renomm&eacute;e internationale&nbsp;peu ou pas vus en France, aux c&ocirc;t&eacute;s d&rsquo;artistes &eacute;mergents.<br />Nous souhaitons d&eacute;velopper cet axe dans toutes nos propositions (2 &agrave; 3 expositions par an), en&nbsp;offrant aux artistes des espaces et des temps de recherche et d&rsquo;exp&eacute;rimentation adapt&eacute;s &agrave; leur&nbsp;rythme de travail, allant de quelques mois &agrave; plusieurs ann&eacute;es.<br /><br /><br /></p>",True,True,False,True,False,False,False,False,True,2 à 3 /an,None,"Le Ministère de la Culture et de la Communication, la Direction régionale des affaires culturelles de Normandie, par Région Normandie et par la Ville de Notre-Dame de Bondeville.",2017-03-05 18:39:05 UTC,2017-03-06 11:41:46 UTC,shed,France,Notre Dame De Bondeville,49.48740799999999,1.0420103,"12, rue de l'Abbaye, 76960, Notre Dame De Bondeville, France",76960.0,None,None,1.0,fr,"['septembre', '2015', 'SHED', 'centre', 'art', 'contemporain', 'indépendant', 'Situé', '\xa0', 'Rouen', '1h30', 'Paris', 'minutes', 'Mont', 'Saint', 'Aignan', '\xa0', 'Installé', 'ancienne', 'usine', 'mèches', 'bougie', 'typique', 'bâtiments', 'industriels', '19e', '\xa0', 'siècle', 'SHED', 'offre', '600', 'm2', 'espace', 'exposition', 'ampleur', 'lieu', 'tient', 'architecture', '\xa0', 'usines', 'construites', 'période', 'plan', 'libre', 'structure', 'poteau', 'poutre', 'fonte', 'hauteur', '\xa0', 'plafond', '4', 'mètres', 'poutre', '6,5', 'mètres', 'faîtière', 'volume', 'exceptionnel', '\xa0', 'région', 'lieu', 'exposition', 'Normandie', 'offrant', 'espaces', 'envisager', '\xa0', 'présentation', 'pièces', 'grande', 'dimension']"
176,231,Arprim,2011,None,www.arprim.org,info@arprim.org,"372, rue Sainte-Catherine O, # 426","mercredi 12h-17h
jeudi 12h-20h
vendredi et samedi 12h-17h","Arprim, centre d'essai en art imprimé a pour mission de diffuser les pratiques actuelles liées aux arts imprimés.Il aborde l’imprimé comme un média ouvert, mobile, social et accessible. Il se définit comme un espace d’essai et d’expérience propice au développement d’une vision pluraliste de l’art imprimé. En tant que diffuseur de l’art actuel, Arprim se propose d’agir comme intermédiaire privilégié entre les artistes et le public et de faciliter le contact avec les pratiques émergentes liées aux arts imprimés. Misant sur le partage des idées et sur la participation active de chacun, Arprim s’engage à développer des alternatives aux stratégies conventionnelles de diffusion de l’art.","Emmanuelle Choquette, Directrice générale,
Marie-Pier Bocquet, Coordonnatrice à la programmation, 
Sandrine Briand, Responsable de l'accueil et des services aux membres","<p>Arprim est un organisme r&eacute;silient qui a su se renouveler au fil du temps, traversant plusieurs vagues de transformation de sa fondation &agrave; aujourd&rsquo;hui.&nbsp;<br /><br />Son parcours d&eacute;bute en 1978, alors que des graveurs unis par le d&eacute;vouement &agrave; leur discipline mettent sur pied le Conseil de la gravure du Qu&eacute;bec, qui deviendra le Conseil qu&eacute;b&eacute;cois de l&rsquo;estampe (CQE) en 1983. Ce dernier joue un r&ocirc;le majeur de conseil disciplinaire aupr&egrave;s de la communaut&eacute; artistique tout au long des ann&eacute;es 1980 &agrave; 1990, se consacrant principalement &agrave; la repr&eacute;sentation et la diffusion du travail de ses membres par le biais de publications, d&rsquo;expositions et de colloques organis&eacute;s au Qu&eacute;bec, au Canada et &agrave; l&rsquo;&eacute;tranger. Le CQE se donne &eacute;galement pour mandat de d&eacute;fendre les int&eacute;r&ecirc;ts socioprofessionnels de ses membres.</p>
<p>De 1978 &agrave; 2005, il met sur pied plusieurs projets majeurs, dont la publication en 1983 du Code d&rsquo;&eacute;thique de l&rsquo;estampe originale ; la cr&eacute;ation en 1988 du Prix pour la rel&egrave;ve, renomm&eacute; Prix Albert-Dumouchel pour la rel&egrave;ve; la cr&eacute;ation du Mois de l&rsquo;estampe en 2002, renomm&eacute; Mois de l&rsquo;art imprim&eacute; par la suite. C&rsquo;est pour r&eacute;pondre &agrave; de nouveaux besoins du milieu de l&rsquo;art que le CQE devient ARPRIM, le Regroupement pour la promotion de l&rsquo;art imprim&eacute;, en 2005. Regroupant des artistes et des centres de production et de diffusion en art imprim&eacute;, l&rsquo;organisme agit comme lieu de r&eacute;f&eacute;rence et de rassemblement. D&egrave;s ses d&eacute;buts, ARPRIM met sur pied des &eacute;v&eacute;nements et des outils destin&eacute;s tant &agrave; ses membres qu'&agrave; l&rsquo;ensemble du milieu en art actuel: le Mois de l&rsquo;art imprim&eacute; (2006, 2008); le Bottin des ressources en art imprim&eacute;; un centre de documentation sp&eacute;cialis&eacute;; un espace de diffusion qui pr&eacute;sente des projets collectifs en estampe.<br /><br />En 2011, Arprim est une fois de plus appel&eacute; &agrave; adapter son mandat aux enjeux actuels du milieu de l&rsquo;art et &agrave; l'&eacute;volution constante de l'art imprim&eacute; sur les sc&egrave;nes locale, nationale et internationale. Il emprunte un important virage vers la diffusion des pratiques actuelles en art imprim&eacute; et d&eacute;cide de devenir un centre d&rsquo;artistes autog&eacute;r&eacute;. Par cette franche transformation, Arprim, centre d'essai en art imprim&eacute;, s&rsquo;engage &agrave; contribuer de fa&ccedil;on importante au d&eacute;veloppement des pratiques li&eacute;es &agrave; l'art imprim&eacute; et &agrave; leur reconnaissance en art actuel, en soutenant et diffusant les artistes qui explorent diff&eacute;rentes mani&egrave;res de faire et de penser l&rsquo;art imprim&eacute;.</p>",None,True,True,False,False,True,False,False,False,False,None,None,None,2017-11-23 15:25:57 UTC,2017-11-23 15:31:58 UTC,aprim,Canada,Montréal (Québec),45.505816700000004,-73.5669017,"372, rue Sainte-Catherine O, # 426, , Montréal (Québec), Canada",None,None,None,1.0,fr,"['Arprim', 'centre', 'essai', 'art', 'imprimé', 'mission', 'diffuser', 'pratiques', 'actuelles', 'liées', 'arts', 'imprimés', 'aborde', 'imprimé', 'média', 'mobile', 'social', 'accessible', 'définit', 'espace', 'essai', 'expérience', 'propice', 'développement', 'vision', 'pluraliste', 'art', 'imprimé', 'diffuseur', 'art', 'actuel', 'Arprim', 'propose', 'agir', 'intermédiaire', 'privilégié', 'artistes', 'public', 'faciliter', 'contact', 'pratiques', 'émergentes', 'liées', 'arts', 'imprimés', 'Misant', 'partage', 'idées', 'participation', 'active', 'Arprim', 'engage', 'développer', 'alternatives', 'stratégies', 'conventionnelles', 'diffusion', 'art']"
177,232,Art City,1998,None,artcityinc.com,info@artcityinc.com,616 Broadway Winnipeg,"Monday–Friday, 4 pm–8 pm","Art City is a not-for-profit community art studio dedicated to providing people of all ages with innovative and professional art programming, free of charge. Art City’s primary goal is to provide space and tools for anyone who wishes to express themselves creatively.Nearly two decades ago, Wanda Koop, an internationally renowned artist, saw a need for accessible arts programming in Winnipeg’s West Broadway neighbourhood. In 1998, she founded Art City, one of the first organizations of its kind in Canada. The idea: that community art programming should be accessible to all.
In 2006, Wanda Koop was made a Member of the Order of Canada in honour of her extraordinary contribution to Canadian art, and her dedication to community development through the arts.","Eddie Ayoub, Josh Ruth",None,None,True,False,False,False,False,False,False,False,False,None,None,None,2017-11-23 15:30:59 UTC,2018-12-02 19:40:06 UTC,art-city,Canada,Manitoba,49.88541499999999,-97.155222,"616 Broadway Winnipeg, , Manitoba, Canada",None,None,None,1.0,en,"['Art', 'City', 'profit', 'community', 'art', 'studio', 'dedicated', 'providing', 'people', 'ages', 'innovative', 'professional', 'art', 'programming', 'free', 'charge', 'Art', 'City', 'primary', 'goal', 'provide', 'space', 'tools', 'wishes', 'express', 'creatively', 'Nearly', 'decades', 'ago', 'Wanda', 'Koop', 'internationally', 'renowned', 'artist', 'saw', 'need', 'accessible', 'arts', 'programming', 'Winnipeg', 'West', 'Broadway', 'neighbourhood', '1998', 'founded', 'Art', 'City', 'organizations', 'kind', 'Canada', 'idea', 'community', 'art', 'programming', 'accessible', '\n', '2006', 'Wanda', 'Koop', 'Member', 'Order', 'Canada', 'honour', 'extraordinary', 'contribution', 'Canadian', 'art', 'dedication', 'community', 'development', 'arts']"
178,309,Bruit de fond,2017,None,bbruitdefondd.tumblr.com,None,42 rue Consolat,Sur le temps des évènements,Lieu d'exposition qui privilégie les productions in-situ et les collaborations avec d'autres structures.,Rémi Bragard,None,None,True,False,True,False,False,False,False,False,False,None,None,None,2019-12-04 17:20:00 UTC,2020-01-04 11:18:00 UTC,bruit-de-fond,France,Marseille,43.300158,5.387452099999999,"42 rue Consolat, 13001, Marseille, France",13001.0,None,None,1.0,fr,"['Lieu', 'exposition', 'privilégie', 'productions', 'in', 'situ', 'collaborations', 'structures']"
